City,Country,Cloudiness,Date,Humidity,Lat,Lng,Max Temp,Windspeed
san policarpo,PH,10,1619893477,80.0,12.1791,125.5072,80.62,7.38
tautira,PF,40,1619893287,69.0,-17.7333,-149.15,82.4,8.05
hirara,JP,100,1619893478,78.0,24.8,125.2833,75.2,6.08
inverell,AU,61,1619893478,78.0,-29.7833,151.1167,46.99,1.01
mumford,GH,99,1619893478,80.0,5.2618,-0.759,83.16,15.7
puerto madryn,AR,100,1619893479,44.0,-42.7692,-65.0385,66.36,15.35
rocky mountain house,CA,100,1619893479,65.0,52.3668,-114.9188,44.6,13.8
moengo,SR,77,1619893479,73.0,5.6167,-54.4,84.52,4.79
menongue,AO,68,1619893480,79.0,-14.6585,17.691,64.47,2.3
mantua,CU,52,1619893480,44.0,22.2889,-84.2844,90.82,3.67
hamilton,BM,20,1619893320,60.0,32.2915,-64.778,69.8,19.57
san andres,CO,20,1619893480,66.0,12.5847,-81.7006,86,11.5
lucapa,AO,96,1619893348,93.0,-8.4192,20.7447,67.39,3.78
sucua,EC,75,1619893481,73.0,-2.4667,-78.1667,73.4,4.61
zhigansk,RU,100,1619893481,96.0,66.7697,123.3711,29.39,7.18
harper,LR,95,1619893482,76.0,4.375,-7.7169,82.76,11.65
okhotsk,RU,100,1619893482,88.0,59.3833,143.3,31.21,0.83
saint-augustin,CA,100,1619893482,96.0,51.226,-58.6502,37.2,14.14
karratha,AU,37,1619893483,58.0,-20.7377,116.8463,79.9,6.02
ishigaki,JP,100,1619893483,80.0,24.3448,124.1572,75.85,3.47
banjar,ID,20,1619893483,94.0,-8.19,114.9675,78.8,4.61
jampur,PK,65,1619893484,33.0,29.6441,70.5954,86.41,0.43
oxelosund,SE,0,1619893484,75.0,58.6706,17.1015,42.8,14.97
namibe,AO,3,1619893484,75.0,-15.1961,12.1522,76.3,6.71
diffa,NE,61,1619893485,6.0,13.3154,12.6113,93.85,8.72
carballo,ES,72,1619893485,67.0,43.213,-8.691,55,1.99
la rioja,AR,47,1619893345,40.0,-29.4111,-66.8507,76.21,5.35
cheney,US,40,1619893444,39.0,47.4874,-117.5758,64,17.27
nishihara,JP,75,1619893485,83.0,26.1842,127.7558,69.8,5.75
borova,UA,0,1619893486,39.0,50.1763,30.1043,66.2,6.71
ballitoville,ZA,75,1619893486,82.0,-29.539,31.2144,64.99,6.91
macas,EC,75,1619893486,73.0,-2.3167,-78.1167,73.4,4.61
chapaevsk,RU,40,1619893487,82.0,52.9813,49.7112,53.6,6.71
ouadda,CF,100,1619893487,37.0,8.0777,22.4007,80.98,2.57
villamontes,BO,2,1619893487,35.0,-21.25,-63.5,85.42,3.96
sola,VU,90,1619893488,83.0,-13.8833,167.55,80.6,9.22
ano mera,GR,20,1619893488,61.0,37.45,25.4,77,6.91
tarija,BO,1,1619893489,31.0,-21.5355,-64.7296,74.34,6.35
novopokrovka,RU,1,1619893489,67.0,45.8531,134.5089,39.7,4.94
aksu,CN,91,1619893489,20.0,41.1231,80.2644,73.29,4.63
ahipara,NZ,13,1619893490,78.0,-35.1667,173.1667,54.75,7.38
catuday,PH,2,1619893490,77.0,16.2923,119.8062,78.75,7.38
greve strand,DK,20,1619893490,57.0,55.5834,12.2999,48.99,5.75
kununurra,AU,0,1619893279,94.0,-15.7667,128.7333,64.4,4.25
necochea,AR,77,1619893491,49.0,-38.5473,-58.7368,73,5.99
ola,RU,100,1619893491,84.0,59.5833,151.2833,30.16,5.99
yokadouma,CM,96,1619893491,67.0,3.5167,15.05,77.5,2.19
angoram,PG,96,1619893492,99.0,-4.0625,144.0661,73.18,1.79
orlik,RU,100,1619893492,97.0,52.5178,99.825,31.1,6.93
correntina,BR,86,1619893493,36.0,-13.3433,-44.6367,86.92,8.81
fukuma,JP,20,1619893265,51.0,33.7667,130.4667,57.2,18.41
colares,PT,20,1619893493,55.0,38.7992,-9.4469,59,14.97
sangar,RU,100,1619893493,97.0,63.9242,127.4739,35.56,7.67
huazhou,CN,71,1619893494,91.0,21.6333,110.5833,75.56,2.55
mawlaik,MM,58,1619893494,77.0,23.6333,94.4167,75.96,1.12
jose bonifacio,BR,75,1619893494,36.0,-21.0528,-49.6883,82.4,9.22
floro,NO,20,1619893495,49.0,61.5996,5.0328,48.2,5.75
amli,NO,100,1619893495,43.0,58.7685,8.4865,48.2,6.91
komsomolskiy,RU,98,1619893495,71.0,43.9783,46.6985,59.58,6.38
muscat,OM,0,1619893496,40.0,23.6139,58.5922,87.8,2.3
miraflores,CO,99,1619893496,94.0,1.3367,-71.9511,73.02,1.83
howard springs,AU,49,1619893496,88.0,-12.497,131.047,77,3.44
zyryanka,RU,83,1619893497,97.0,65.75,150.85,23.52,1.68
agarak,AM,100,1619893497,94.0,39.2068,46.5446,50.86,1.3
jiblah,YE,100,1619893497,78.0,13.9216,44.1467,60.87,4.34
matara,LK,90,1619893498,84.0,5.9485,80.5353,79.12,2.68
riachao das neves,BR,100,1619893498,36.0,-11.7461,-44.91,88.77,7.61
volchansk,RU,100,1619893498,81.0,59.9378,60.081,46.69,13
presidencia roque saenz pena,AR,0,1619893499,51.0,-26.7852,-60.4388,84,3
pasighat,IN,57,1619893499,70.0,28.0667,95.3333,73.17,3.06
lakatoro,VU,100,1619893499,83.0,-16.0999,167.4164,77.56,7.47
gazanjyk,TM,31,1619893500,32.0,39.2446,55.5154,76.68,16.13
farafangana,MG,47,1619893500,90.0,-22.8167,47.8333,76.05,10.56
sale,AU,100,1619893500,90.0,-38.1,147.0667,51.01,2.17
mehamn,NO,94,1619893501,85.0,71.0357,27.8492,33.28,12.24
saint-joseph,RE,0,1619893501,78.0,-21.3667,55.6167,75.2,6.91
northam,AU,47,1619893501,87.0,-31.6667,116.6667,48.2,5.12
nalut,LY,96,1619893502,14.0,30.3333,10.85,89.17,11.03
lahaina,US,20,1619893502,73.0,20.8783,-156.6825,75.2,13.8
temir,KZ,90,1619893502,41.0,49.1414,57.13,55.67,11.65
dosso,NE,4,1619893503,11.0,13.049,3.1937,100.35,7.7
dapaong,TG,64,1619893503,30.0,10.8639,0.205,94.12,5.64
owen sound,CA,74,1619893503,47.0,44.5672,-80.9435,55,8.01
stornoway,GB,20,1619893504,57.0,58.2093,-6.3865,46.99,9.22
gaziantep,TR,0,1619893472,43.0,37.0594,37.3825,73.4,2.3
naze,JP,80,1619893504,63.0,28.3667,129.4833,61.65,11.34
numan,NG,99,1619893505,26.0,9.4667,12.0333,96.19,4.18
nome,US,90,1619893505,74.0,64.5011,-165.4064,23,11.5
tilichiki,RU,24,1619893315,89.0,60.4667,166.1,8.01,10
butte,US,1,1619893505,43.0,39.6499,-121.5677,69.8,5.75
lao cai,VN,100,1619893506,97.0,22.4833,103.95,74.84,0.89
amberley,NZ,33,1619893506,100.0,-43.1667,172.7333,28.4,2.3
chino valley,US,1,1619893506,12.0,34.7575,-112.4538,82,18.41
bilma,NE,1,1619893507,4.0,18.6853,12.9164,92.28,6.02
fairbanks,US,90,1619893279,51.0,64.8378,-147.7164,35.01,4.61
soyo,AO,100,1619893442,82.0,-6.1349,12.3689,78.73,10.04
tahe,CN,94,1619893507,75.0,52.3333,124.7333,35.42,3.8
cochrane,CA,75,1619893508,50.0,51.1834,-114.4687,52,9.22
mehran,IR,0,1619893508,36.0,33.1222,46.1646,62.6,2.3
korla,CN,29,1619893508,20.0,41.7597,86.1469,68.9,16.28
iqaluit,CA,90,1619893509,70.0,63.7506,-68.5145,39.2,18.41
teguldet,RU,97,1619893275,93.0,57.3064,88.1667,37.4,4.85
skegness,GB,75,1619893509,61.0,53.1436,0.3363,48.2,9.22
mount isa,AU,0,1619893509,48.0,-20.7333,139.5,66.2,1.14
bitung,ID,40,1619893510,100.0,1.4451,125.1824,75.2,1.14
akdagmadeni,TR,83,1619893510,65.0,39.6603,35.8836,54.64,3.85
nyagan,RU,100,1619893510,87.0,62.1406,65.3936,45.73,14.32
vysotsk,RU,0,1619893511,41.0,60.6288,28.5705,39.2,4.61
batemans bay,AU,100,1619893466,96.0,-35.7167,150.1833,55.99,3.85
luanda,AO,75,1619893327,83.0,-8.8368,13.2343,78.8,6.91
grand-lahou,CI,75,1619893511,78.0,5.1367,-5.0242,83.23,12.15
seoul,KR,90,1619893030,93.0,37.5683,126.9778,46.4,6.91
nhulunbuy,AU,75,1619893512,78.0,-12.2333,136.7667,78.8,4.61
guerrero negro,MX,7,1619893512,50.0,27.9769,-114.0611,74.75,11.12
sembe,CG,99,1619893512,82.0,1.6481,14.5806,74.08,2.71
torrington,US,11,1619893513,57.0,41.8007,-73.1212,55.99,8.01
palmas,BR,75,1619893513,66.0,-10.2128,-48.3603,86,5.75
wanning,CN,16,1619893513,88.0,18.8003,110.3967,78.22,5.35
totness,SR,88,1619893514,78.0,5.8833,-56.3167,81.81,7.47
ajdabiya,LY,0,1619893514,10.0,30.7554,20.2263,94.98,9.35
fujin,CN,21,1619893514,61.0,47.26,132.0322,43.36,5.66
lavumisa,SZ,72,1619893515,90.0,-27.31,31.892,58.05,4.03
castellammare del golfo,IT,0,1619893515,68.0,38.0188,12.8858,70,9.22
smirnykh,RU,100,1619893515,81.0,49.75,142.8333,34,10.58
praia da vitoria,PT,75,1619893516,94.0,38.7333,-27.0667,60.01,18.01
rizhao,CN,89,1619893516,52.0,35.4275,119.4553,49.78,6.26
santana,BR,40,1619893516,70.0,-0.0583,-51.1817,86,3.44
zhuzhou,CN,0,1619893517,94.0,27.8333,113.15,68,2.24
morros,BR,60,1619893517,50.0,-9.4467,-46.3003,85.12,7.45
vestmannaeyjar,IS,75,1619893280,75.0,63.4427,-20.2734,37.4,25.32
safakulevo,RU,66,1619893518,41.0,54.9901,62.5442,54.86,16.31
isiro,CD,77,1619893518,93.0,2.7739,27.616,69.71,1.28
iseyin,NG,42,1619893518,46.0,7.9667,3.6,88.16,8.48
tanete,ID,69,1619893518,95.0,-3.9443,119.7848,73.47,2.77
cortez,US,1,1619893519,16.0,37.3489,-108.5859,75.2,5.75
west odessa,US,20,1619893519,60.0,31.8424,-102.4988,71.01,5.75
terme,TR,0,1619893519,82.0,41.2092,36.9739,59,3.27
kismayo,SO,24,1619893520,81.0,-0.3582,42.5454,82.24,10.42
inuvik,CA,100,1619893520,86.0,68.3499,-133.7218,21.2,5.75
andenes,NO,75,1619893520,93.0,69.3143,16.1194,33.8,10.36
svetlaya,RU,91,1619893521,81.0,46.5389,138.3297,39.6,5.61
nador,MA,0,1619893521,48.0,35.174,-2.9287,62.6,14.97
grand-santi,GF,47,1619893522,90.0,4.25,-54.3833,80.15,4.23
kidal,ML,0,1619893522,9.0,18.4411,1.4078,99.54,7.29
umba,RU,41,1619893522,79.0,66.6871,34.3429,27.7,3.04
